product_type,sku,price,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,profit,stockout_risk,inventory_turnover
skincare,SKU16,7.547172109791272,280,6453.797968176285,Female,2,5,1,Carrier B,4.191324585705502,Supplier 1,Bangalore,399,21,77.10634249785001,Pass,1.012563089258049,Air,Route A,865.5257797712403,5588.272188405045,True,140.0
cosmetics,SKU17,81.46253436923702,126,2629.396434845262,Female,45,17,9,Carrier C,3.585418958232342,Supplier 1,Chennai,453,16,47.679680368355335,Fail,0.1020207549181761,Air,Route C,670.9343907924103,1958.4620440528515,False,2.8
haircare,SKU18,36.443627770460935,620,9364.673505076173,Unknown,10,10,8,Carrier C,4.339224714110709,Supplier 2,Kolkata,374,17,27.10798085484392,Pending,2.231939110729264,Sea,Route A,593.4802587206518,8771.19324635552,True,62.0
skincare,SKU19,51.12387008796474,187,2553.495584991215,Unknown,48,11,3,Carrier A,4.742635882841877,Supplier 4,Chennai,694,16,82.37332058799021,Fail,3.646450865417029,Road,Route C,477.3076310909034,2076.1879539003116,False,3.8958333333333335
skincare,SKU20,96.34107243996338,320,8128.027696851192,Unknown,27,12,6,Carrier A,8.87833465092684,Supplier 1,Chennai,309,6,65.68625960848863,Pass,4.231416573534539,Air,Route B,493.87121531620585,7634.156481534986,False,11.851851851851851
cosmetics,SKU21,84.89386898495083,601,7087.052696357437,Unknown,69,25,6,Carrier B,6.037883769218298,Supplier 5,Chennai,791,4,61.73572895416093,Pending,0.0186075676310149,Air,Route C,523.360914720158,6563.691781637279,False,8.710144927536232
haircare,SKU22,27.67978088650196,884,2390.8078665561734,Unknown,71,1,10,Carrier A,9.56764892092304,Supplier 4,Kolkata,780,28,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57199582694707,2185.2358707292265,False,12.450704225352112
cosmetics,SKU23,4.324341185864164,391,8858.367571011484,Unknown,84,5,7,Carrier A,2.924857601145554,Supplier 5,Kolkata,568,29,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268,8662.03812489907,False,4.654761904761905
haircare,SKU24,4.156308359311108,209,9049.077860939897,Male,4,26,8,Carrier C,9.741291689284369,Supplier 2,Bangalore,447,3,40.382359702924816,Pending,3.691310292628728,Air,Route A,758.7247726029383,8290.353088336959,True,52.25
haircare,SKU25,39.62934398509263,142,2174.777054350654,Male,82,11,3,Carrier C,2.231073681281728,Supplier 4,Kolkata,934,23,78.28038311841539,Pending,3.797231217114183,Road,Route B,458.535945739209,1716.241108611445,False,1.7317073170731707
haircare,SKU26,97.44694661789282,353,3716.493325894037,Male,59,16,4,Carrier B,6.507548621078551,Supplier 2,Bangalore,171,4,15.97222975718176,Pass,2.119319736724923,Rail,Route A,617.8669164583772,3098.6264094356598,False,5.983050847457627
cosmetics,SKU27,92.55736081240202,352,2686.457223575984,Unknown,47,9,8,Carrier C,7.406750952998074,Supplier 5,Mumbai,291,4,10.528245070042162,Fail,2.864667837883373,Sea,Route B,762.4591821556837,1923.9980414203,False,7.48936170212766
cosmetics,SKU28,2.397274705597141,394,6117.324615083992,Female,48,15,4,Carrier B,9.898140508069222,Supplier 1,Mumbai,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,5993.887587572165,False,8.208333333333334
cosmetics,SKU29,63.44755918520733,253,8318.903194617178,Female,45,5,7,Carrier B,8.100973145397031,Supplier 1,Kolkata,329,7,39.29287558606575,Pass,3.878098936588488,Road,Route B,764.9353759407081,7553.96781867647,False,5.622222222222222
haircare,SKU30,8.022859210526393,327,2766.342366866089,Male,60,26,7,Carrier B,8.954528315318015,Supplier 4,Kolkata,806,30,51.63489340010933,Pending,0.9653947053523932,Road,Route C,880.080988247161,1886.261378618928,False,5.45
skincare,SKU31,50.8473930517187,168,9655.135102719398,Male,6,17,4,Carrier B,2.6796609649814065,Supplier 3,Chennai,461,8,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,609.3792066184267,9045.75589610097,False,28.0
skincare,SKU32,79.20993601565672,781,9571.55048732782,Unknown,89,13,4,Carrier C,6.599104901238584,Supplier 3,Kolkata,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,8810.376577812944,False,8.775280898876405
cosmetics,SKU33,64.7954350001556,616,5149.9983504080365,Non-binary,4,17,9,Carrier C,4.85827050343664,Supplier 5,Chennai,251,23,23.853427512896133,Fail,3.541046012250923,Sea,Route A,371.255295519871,4778.743054888166,True,154.0
skincare,SKU34,37.46759232984246,602,9061.710895507724,Unknown,1,26,7,Carrier A,1.019487570822119,Supplier 1,Chennai,452,10,10.754272815029331,Pass,0.6466045593720549,Road,Route B,510.3580004335235,8551.3528950742,True,602.0
cosmetics,SKU35,84.95778681635043,449,6541.329344802465,Female,42,27,8,Carrier C,5.288189990327409,Supplier 1,Delhi,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,5987.908873572109,False,10.69047619047619
skincare,SKU36,9.813002578754052,963,7573.402457848733,Female,18,23,3,Carrier B,2.107951267159081,Supplier 2,Delhi,671,19,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.8089742481805,7169.593483600553,True,53.5
skincare,SKU37,23.39984475261435,963,2438.339930470029,Female,25,8,9,Carrier A,1.5326552735904306,Supplier 3,Kolkata,867,15,34.34327746507538,Pending,2.610288084848113,Sea,Route A,183.9329680435944,2254.4069624264343,True,38.52
cosmetics,SKU38,52.0759306827078,705,9692.318040218432,Non-binary,69,1,5,Carrier B,9.235931437249228,Supplier 5,Mumbai,841,12,5.930693645528318,Pending,0.6133268991645074,Air,Route B,339.6728699486061,9352.645170269825,False,10.217391304347826
skincare,SKU39,19.127477265823256,176,1912.4656631007608,Female,78,29,3,Carrier A,5.562503778830384,Supplier 2,Kolkata,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,1258.7926685487278,False,2.2564102564102564
skincare,SKU40,80.54142417094033,933,5724.959350456265,Female,90,20,8,Carrier C,7.229595139736474,Supplier 1,Kolkata,793,1,88.17940710421746,Pending,4.213269430586566,Road,Route A,529.8087239806919,5195.1506264755735,False,10.366666666666667
skincare,SKU41,99.11329161531717,556,5521.205259010972,Female,64,19,8,Carrier B,5.773263743766654,Supplier 4,Chennai,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,5245.680887879663,False,8.6875
skincare,SKU42,46.52916761451677,155,1839.609425856764,Female,22,27,4,Carrier C,7.526248326851508,Supplier 5,Bangalore,179,7,96.42282063957188,Fail,4.939255288620948,Road,Route A,635.6571205019919,1203.9523053547719,False,7.045454545454546
haircare,SKU43,11.74327177630924,598,5737.425599119023,Unknown,36,29,9,Carrier B,3.6940212683884543,Supplier 5,Mumbai,206,23,26.27736595733241,Pending,0.3723047679850977,Air,Route A,716.0441197593407,5021.381479359682,False,16.61111111111111
cosmetics,SKU44,51.35579091311039,919,7152.2860494355145,Female,13,19,6,Carrier C,7.577449657376693,Supplier 2,Delhi,834,18,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.4532696192277,6541.832779816286,True,70.6923076923077
haircare,SKU45,33.78413803306551,24,5267.956807510521,Male,93,7,6,Carrier B,5.21515500871191,Supplier 2,Chennai,794,25,66.31254443999165,Pass,3.219604612084106,Rail,Route A,495.305697028474,4772.6511104820465,False,0.25806451612903225
haircare,SKU46,27.0822071998889,859,2556.767360633596,Non-binary,92,29,8,Carrier B,4.070955837084083,Supplier 3,Chennai,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,2176.3314235216317,False,9.33695652173913
skincare,SKU47,95.71213588093607,910,7089.474249934186,Male,4,15,9,Carrier B,8.97875075594997,Supplier 1,Kolkata,964,20,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6023550505868,6507.871894883599,True,227.5
haircare,SKU48,76.03554442689172,29,7397.07100458718,Non-binary,30,16,3,Carrier C,7.0958331565551385,Supplier 2,Mumbai,109,18,23.126363582464776,Fail,1.6981125407144038,Rail,Route B,768.65191395437,6628.41909063281,False,0.9666666666666667
cosmetics,SKU49,78.89791320564004,99,8001.613206519002,Unknown,97,24,6,Carrier C,2.5056210329009154,Supplier 5,Delhi,177,28,14.147815443979216,Pass,2.825813985400132,Rail,Route A,336.8901685199779,7664.723037999024,False,1.0206185567010309
cosmetics,SKU50,14.203484264803022,633,5910.885389668899,Female,31,23,10,Carrier A,6.247860914975991,Supplier 2,Delhi,306,21,45.17875792463452,Fail,4.754800804671185,Rail,Route B,496.24865029194046,5414.636739376959,False,20.419354838709676
haircare,SKU51,26.70076097246173,154,9866.465457979695,Male,100,4,1,Carrier A,4.783000557947665,Supplier 5,Bangalore,673,28,14.19032834456998,Pending,1.7729511720835571,Road,Route A,694.9823175794459,9171.483140400249,False,1.54
skincare,SKU52,98.03182965646508,820,9435.76260891213,Male,64,11,1,Carrier B,8.631052179768947,Supplier 1,Mumbai,727,27,9.166849148597151,Pending,2.1224716191438247,Air,Route C,602.8984988383834,8832.864110073746,False,12.8125
skincare,SKU53,30.34147071121421,242,8232.334829425821,Male,96,25,3,Carrier B,1.0134865660958965,Supplier 1,Delhi,631,17,83.34405899167797,Pending,1.4103475760760271,Air,Route B,750.7378406682709,7481.59698875755,False,2.5208333333333335
haircare,SKU54,31.146243160240854,622,6088.021479940859,Non-binary,33,22,3,Carrier B,4.305103471287636,Supplier 1,Kolkata,497,29,30.186023375822508,Pass,2.478771975539748,Road,Route B,814.0699965821875,5273.951483358671,False,18.848484848484848
haircare,SKU55,79.85505834078943,701,2925.6751703038126,Male,97,11,5,Carrier A,5.014364955030907,Supplier 2,Delhi,918,5,30.3235452566165,Fail,4.548919659396385,Sea,Route B,323.01292795247883,2602.6622423513336,False,7.22680412371134
skincare,SKU56,20.986386037043378,93,4767.020484344137,Non-binary,25,23,5,Carrier C,1.7744297140717396,Supplier 1,Mumbai,826,28,12.836284572832753,Pass,1.173755495387454,Air,Route B,832.2108087060217,3934.8096756381156,False,3.72
haircare,SKU57,49.26320535073416,227,1605.8669003924058,Unknown,5,18,1,Carrier B,9.16055853538187,Supplier 2,Delhi,588,25,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.1912386025281,1123.6756617898777,True,45.4
skincare,SKU58,59.84156137728931,896,2021.149810337108,Non-binary,10,5,7,Carrier A,4.93843856471209,Supplier 3,Delhi,396,7,65.04741509469146,Fail,1.7303747198591968,Road,Route B,110.36433523136472,1910.7854751057432,True,89.6
cosmetics,SKU59,63.828398347710966,484,1061.618523013288,Non-binary,100,16,7,Carrier B,7.293722596867728,Supplier 1,Kolkata,176,4,1.900762243519458,Fail,0.4471940154638232,Air,Route A,312.5742736100933,749.0442494031947,False,4.84
skincare,SKU60,17.028027920188702,380,8864.084349586436,Female,41,27,8,Carrier C,4.3813681581023145,Supplier 4,Mumbai,929,24,87.21305781513568,Fail,2.853090616649054,Rail,Route A,430.1690969751365,8433.9152526113,False,9.268292682926829
haircare,SKU61,52.02874990329492,117,6885.589350896253,Unknown,32,23,7,Carrier C,9.030340422521949,Supplier 4,Kolkata,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,6721.222822652833,False,3.65625
cosmetics,SKU62,72.79635395558736,270,3899.746833729224,Unknown,86,2,7,Carrier C,7.291701388776776,Supplier 2,Mumbai,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,3578.900317970112,False,3.13953488372093
skincare,SKU63,13.017376785287857,246,4256.949140850225,Non-binary,54,19,4,Carrier A,2.45793352798733,Supplier 3,Bangalore,736,10,20.075003975630484,Pending,3.6328432903821337,Sea,Route A,687.2861778664173,3569.662962983808,False,4.555555555555555
skincare,SKU64,89.63409560813533,134,8458.730878367178,Female,73,27,6,Carrier C,4.585353468194652,Supplier 1,Delhi,328,6,8.693042425877287,Fail,0.1594863147175146,Air,Route C,771.2250846811575,7687.50579368602,False,1.8356164383561644
skincare,SKU65,33.69771720664313,457,8354.579686481995,Male,57,24,8,Carrier C,6.580541347884595,Supplier 5,Kolkata,358,21,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435,7798.7205828102515,False,8.017543859649123
skincare,SKU66,26.03486977396209,704,8367.721618020154,Female,13,17,8,Carrier A,2.2161427287713638,Supplier 5,Kolkata,867,28,42.08443673830996,Fail,3.4480632883402618,Road,Route A,393.8433485784279,7973.878269441726,True,54.15384615384615
skincare,SKU67,87.75543235400107,513,9473.798032508335,Unknown,12,9,9,Carrier C,9.147811544710631,Supplier 1,Mumbai,198,11,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.2718013847869,9304.52623112355,True,42.75
haircare,SKU68,37.93181238279032,163,3550.218432780992,Non-binary,0,8,8,Carrier B,1.1942518648849991,Supplier 2,Bangalore,375,18,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032,3250.5121296628886,True,inf
skincare,SKU69,54.86552851706979,511,1752.3810874841247,Non-binary,95,1,3,Carrier B,9.705286790120349,Supplier 4,Kolkata,862,7,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.6632062085756,1544.7178812755492,False,5.378947368421053
haircare,SKU70,47.914541824058766,32,7014.887987203389,Female,10,12,4,Carrier B,6.315717754600723,Supplier 1,Bangalore,775,16,11.440781823761265,Pass,1.8305755986122316,Road,Route C,183.272898748711,6831.615088454678,False,3.2
cosmetics,SKU71,6.381533162747966,637,8180.337085425443,Female,76,2,6,Carrier A,9.228190317052515,Supplier 2,Bangalore,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,7775.170017536587,False,8.381578947368421
cosmetics,SKU72,90.20442752052809,478,2633.121981312256,Non-binary,57,29,9,Carrier A,6.599614159689544,Supplier 1,Bangalore,152,11,55.76049289524421,Pending,3.213329607438309,Rail,Route B,677.9445698461833,1955.177411466073,False,8.385964912280702
cosmetics,SKU73,83.8510176813046,375,7910.886916140686,Male,17,25,5,Carrier B,1.5129368369160772,Supplier 4,Chennai,444,4,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.4728001296578,7044.4141160110275,False,22.058823529411764
haircare,SKU74,3.170011413566155,904,5709.945295969287,Female,41,6,5,Carrier A,5.237654650037448,Supplier 4,Delhi,919,9,80.58085215644782,Fail,0.3966127241099354,Rail,Route A,341.55265678322337,5368.392639186064,False,22.048780487804876
skincare,SKU75,92.99688423397066,106,1889.073589779335,Non-binary,16,20,10,Carrier C,2.473897761045461,Supplier 1,Chennai,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,1015.9439417616835,False,6.625
haircare,SKU76,69.10879954743032,241,5328.375984297758,Male,38,1,10,Carrier A,7.054538336836926,Supplier 2,Bangalore,985,24,64.32359779560022,Pending,2.1800374515822165,Rail,Route A,997.4134501331946,4330.962534164563,False,6.342105263157895
haircare,SKU77,57.44974295897148,359,2483.7601775427947,Unknown,96,28,4,Carrier B,6.780946625617895,Supplier 1,Kolkata,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,1631.1920786229448,False,3.7395833333333335
haircare,SKU78,6.306883176111915,946,1292.4584179377562,Unknown,5,4,5,Carrier B,8.46704977086199,Supplier 5,Mumbai,858,21,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59220343132216,968.8662145064341,True,189.2
haircare,SKU79,57.05703122110322,198,7888.723268427081,Non-binary,31,25,1,Carrier B,6.4963253642950445,Supplier 3,Bangalore,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,7537.219049092042,False,6.387096774193548
skincare,SKU80,91.12831835044432,872,8651.672682982065,Unknown,39,14,2,Carrier C,2.8331846794189746,Supplier 3,Chennai,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,7863.892832487721,False,22.358974358974358
haircare,SKU81,72.81920693031822,774,4384.413400045863,Unknown,48,6,5,Carrier B,4.066277501512044,Supplier 3,Delhi,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,4107.635064099065,False,16.125
skincare,SKU82,17.034930739467917,336,2943.3818676094515,Unknown,42,19,1,Carrier A,4.70818187354193,Supplier 2,Mumbai,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,2353.4033119814108,False,8.0
haircare,SKU83,68.91124621160633,663,2411.754632110491,Unknown,65,24,8,Carrier B,4.949839577996949,Supplier 1,Bangalore,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,1728.7836138843977,False,10.2
haircare,SKU84,89.10436729210225,618,2048.2900998487103,Unknown,73,26,10,Carrier A,8.381615624922631,Supplier 5,Chennai,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,1582.8330938850222,False,8.465753424657533
cosmetics,SKU85,76.96299441519388,25,8684.613059253858,Female,15,18,2,Carrier C,8.249168704871728,Supplier 5,Chennai,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,7841.926229249216,False,1.6666666666666667
skincare,SKU86,19.99817694040422,223,1229.5910285649834,Unknown,32,14,6,Carrier B,1.4543053101535517,Supplier 1,Mumbai,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,965.3361387291169,False,6.96875
haircare,SKU87,80.41403665035574,79,5133.846701086692,Male,5,7,10,Carrier A,6.575803797548535,Supplier 3,Chennai,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,4254.487483351767,False,15.8
cosmetics,SKU88,75.27040697572501,737,9444.74203306298,Male,60,18,7,Carrier A,3.8012531329310777,Supplier 2,Mumbai,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,9340.825785102274,False,12.283333333333333
cosmetics,SKU89,97.76008558193868,134,5924.682566853231,Unknown,90,1,8,Carrier B,9.92981624527726,Supplier 1,Kolkata,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,5407.18259292417,False,1.488888888888889
skincare,SKU90,13.881913501359142,320,9592.633570280312,Non-binary,66,18,7,Carrier B,7.674430708112694,Supplier 3,Bangalore,585,8,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112,8602.5550977745,False,4.848484848484849
cosmetics,SKU91,62.11196546396179,916,1935.206793507599,Male,98,22,7,Carrier B,7.471514084401146,Supplier 4,Delhi,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,938.4284785569753,False,9.346938775510203
cosmetics,SKU92,47.71423307582023,276,2100.1297546259366,Male,90,25,8,Carrier B,4.469500026123601,Supplier 2,Mumbai,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,1870.0369720891736,False,3.066666666666667
haircare,SKU93,69.29083100290549,114,4531.4021336919095,Unknown,63,17,1,Carrier C,7.0064320590043945,Supplier 4,Chennai,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,3707.8782878037537,False,1.8095238095238095
cosmetics,SKU94,3.037688724631414,987,7888.356546661873,Unknown,77,26,9,Carrier B,6.942945942032581,Supplier 2,Delhi,908,14,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948,7041.691289675178,False,12.818181818181818
haircare,SKU95,77.90392721944775,672,7386.363944048664,Unknown,15,14,9,Carrier B,8.630338869602754,Supplier 4,Mumbai,450,26,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.8642413766479,6607.499702672016,True,44.8
cosmetics,SKU96,24.42313142037338,324,7698.424765632117,Non-binary,67,2,3,Carrier C,5.352878043996809,Supplier 3,Mumbai,648,28,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74214114905695,7509.68262448306,False,4.835820895522388
haircare,SKU97,3.526111259143416,62,4370.916579984536,Male,46,19,9,Carrier A,7.904845611209675,Supplier 4,Mumbai,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,3830.784157116568,False,1.3478260869565217
skincare,SKU98,19.7546048668786,913,8525.952559683526,Female,53,1,7,Carrier B,1.409801095138073,Supplier 5,Chennai,581,9,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.1988635470415,7643.753696136485,False,17.22641509433962
haircare,SKU99,68.51783269927664,627,9185.185829181704,Unknown,55,8,6,Carrier B,1.3110237561206226,Supplier 2,Chennai,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,8974.442820217459,False,11.4
